Channel,Video Title,Video Description,Video ID,Comment,Comment ID,Replies,Likes
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Wood gas vehicles were used during World War II as a consequence of the rationing of fossil fuels. In Germany alone, around 500,000 ""producer gas"" vehicles were in use at the end of the war.  Trucks, buses, tractors, motorcycles, ships and trains were equipped with a wood gasification units.",UgzISY3h5034pavLkyx4AaABAg,2,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,The arrangement never was that good in the first place.,UgxedyyC6IXuL-o_vVt4AaABAg,1,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Well done Russia. Best of luck.It’s time to show west that they are not only live in world.,UgyVhDNrhDWq7YGmviZ4AaABAg,0,5
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,The world stands with Poland and Bulgaria they will receive help and support from the EU. Russia has not found away prosper or win at peace. This will eventually mean any military wins over time will return to the west. People naturally want a better quality of life. So far this old USSR countries have chosen the West. Thats unlikely to change. The EU will support and work to find a viable solution to Poland and Bulgaria. I think this encourage more countries to apply and join the EU,UgwaEeEdHE9UQwo_gBl4AaABAg,10,25
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Praise to Poland and Bulgaria!!!! Great job guys!!! 
From Romania",UgymvfeXARQMiEApU214AaABAg,10,36
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"So whats the PRoblem?
Poland has Enough Reserves and Getting a New Pipeline .",UgzAOlV1o0ga3mLmKCJ4AaABAg,5,9
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Oil and Gas is a 20th century solution. There has never been a more screamingly obvious suggestion that we need to quit fossil fuels and invest heavily in a renewable future which will enable energy independence. Dismiss bogus oil industry propagated fears over stability of supply. The UK has enough wind potential to power itself 3 or 4 times over. We also have some of the most turbulent waters anywhere in the world, off the north of Scotland, plus masses of hydro, geothermal and solar. Stability comes from diversifying supply across location and renewable type, whilst also employing things like smart grids, battery storage, batteryless pumped storage, V2G and green gas. This is the only way we will be free of Russian blackmail.",UgxXfIIHSwvv3ya7uq14AaABAg,2,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,In karnataka state day by day fear of gujarat type communal clashes law and order is totally collapsed. Democracy in danger peoples are feared.please to impose the President rule in the state and to protect the peoples in karnataka state,UgwXtRmqNQVE7Tv4Lvh4AaABAg,1,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,at the end of this year there will not be any Gazprom,UgzHNfKtJHP6BDMaq714AaABAg,1,2
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"UK's Johnson admits 'Russia may win in Ukraine'
EU capitulates and agrees to gas for Roubles. 

Sanctions on Russian energy 
do more harm than good to the West.
US Treasury Secretary said. 

‘A total embargo on Russian energy imports 
may do little to hinder Russia’s economy 
while crippling US/Europe with staggering price increases.’",UgzbWCr2-c86lnOeUfZ4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,HAHA all these people complaining about the Russia returning the favour of sanctions!,UgyrFPqY3cCJxW7BdzZ4AaABAg,0,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"' Millions of Britons were left without a helping hand from Rishi Sunak's mini budget ....., as they faced the worst drop in living standards for decades '   Daily Express",UgzpnL5f5qTs4RkyASR4AaABAg,1,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,I’m confused. Poland had stopped them weeks ago.,Ugzlnx_j0uRXGHoLgah4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,This is what happens when you a start an unprovoked war. Expect to be taken to task by the international communities.,UgxdjyuqMy3eLU_mDzx4AaABAg,2,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Is Russia for or against the world economic forums depop agenda ?,UgyqgZ7VE0SEk6mfKUF4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Lithuania said it would be able to export its excess gas to neighbors, I hope they can help.",Ugy1R-OzOytB6kAoFO94AaABAg,1,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Am surprised they waited so long,UgwCQI2g7Ax2pmaab4R4AaABAg,5,22
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"EU response : ""unjustified and unacceptable"". smh",UgwM5UGMX0SkPHsT8m94AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Good job,UgwIhj7ouisJiL-wh4J4AaABAg,1,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"what do you do if there is no money 
you have to actually work for something useful 
business is still done but bartering 
no banks there is a senate but with ethics not a political senate",UgzCs12__NlCoui7DQR4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Long life to the EU. Brexit is failing,UgwzZvA_4nii3oFZAhV4AaABAg,0,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"We in Poland have a Gas-port in Świnoujście, and finishing a gaspiper from Norway. In autumn we will be 100% independence from Russian gas",Ugx4yB3jnE4PtGfrLQN4AaABAg,0,3
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Who has prepared to  live withoth internet??? It would be  reality if 3 world war became,UgwIAagSAEJuAuygtmF4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"No pay, no gas.  It is fair.",UgwgzXVJnSuo9OaXdwZ4AaABAg,0,2
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Our European  political  Leders  should learn a lesson from it not to depend on communist countries  .,UgzY9JgCRzCs2Phi1AB4AaABAg,11,14
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,No pay no gain,UgycopCWS5RpHcMtjeh4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Dr. Zelensky be frank and allow Poland to be operated on and say look were just doing the usual check up and it seems we might have to do an exchange of organs and the Thracian will participate in this joint effort to the lend their intestines and liver now Xenophon he is just stopping by to see how everything is going and there is alot of blood he expected this,UgzBqzRN44qAjjHNCHx4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,West should celebrate - is it not what they had wanted. Twisting arms of India and changing regimes in Pakistan and Sri Lanka  for not stooping trade with Russia.,UgxQJkGZQrtSJDzSeiN4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Tap resources in North Africa and look for resources in the Sahara 🏜!,Ugz7ZamPC5Yaq4ay30d4AaABAg,1,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,And at the same time only 72% of Russian population has excess to gas...,Ugw2-W0eUnu-zQ8EEIV4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,This is fantastic news for the environment. I love Putin..he's solved the problem of global warming long live Putin. I can finally sleep without the earth melting,Ugy52Q9GY2xDQT8qS4F4AaABAg,2,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"What a Waste, Russia was doing Good , and Putin too, had everything going Good for him .  Power Need. , Self defeated him, and his Mind.  I guess",UgwN3FP7JARCpQR7HrR4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,' Britons face worst living standard plunge since 1950 '  - The Daily Mail !,UgxfN1J1dAjLqsQVyVd4AaABAg,1,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Goodluck
“Able to cope”
Yea right..",Ugwfl0-ZN3H_q2tNDqN4AaABAg,0,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Gas blackmail, strange words Russia should of cut gas from all of Europe long time ago,the sanctions and the utter disrespect from Europe to Russia is unacceptable.",UgzR65hyUQNP7aTPTLF4AaABAg,0,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Good news,UgyLDL3NNJpG8umGp4F4AaABAg,1,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Now Poland and Bulgaria's EU neighbors can make some extra $ by selling them the same Russian gas! lol😉 I wonder if Puti pays Zeli in rubles for oil and gas transit through Ukraine? I doubt that! lol Also wonder when this circus is going to end?,UgykoMtsEeaO0uXCrGF4AaABAg,1,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Germany  also  will be the next 😂,UgwuVnigCZRm-PLMSut4AaABAg,1,2
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"All of Europe should follow Dutch and Danish public example   - Every European buy a bicycle as their main transport mode - ban all petrol and Diesel vehicles - turn to Greta thunberg transport mode - horse and carriage for public transport.
Ban gas and oil for family home heating and use horse manure fuel bricks. That will keep our",Ugy6JGMZAv5DxMqm3c94AaABAg,2,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"When you buy something from a country, you need to pay for it in that country's currency if that country demands.  Period.",UgwPIHa2tt6Tphj5EvZ4AaABAg,3,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Can we not just shut off the Russian gas emanating from Putin’s gob?,UgwPENQHB626cerMS8x4AaABAg,1,2
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Looks like the guy is going bonkers! He speaks of international control of Russian nuclear weapons and facilities!
Though it is a great idea to have international control of all nuclear weapons and facilities in the world in a mutually verifiable and controlled manner so that no one can use them under any circumstances.
I think there was one system between Russia and USA for such mutually verifiable though not controllable till very recently till it was scrapped by one of the less sane presidents of USA.
The only major country unwilling for a treaty on cyber attacks, hacking etc appears to be usa. I find china and Russia have been proposing repeatedly for a treaty on cyber matters that applies equally to all countries.
Perhaps usa can never accept to be an equal country with anyone in any matter holding up the flag of American exceptionalism .
So the Ukraine war, May lay down some good ground on  how far a military alliance can go near the border of another super power, and If so called sovereign countries really have the sovereign power to enter and station, receive and export arms as they line based on their choices.
Will usa and UK and European Union accept that kind of sovereignty? 
Perhaps some Russian and Chinese and Iranian presence in Venezuela  and Cuba to begin with and expanded to other South American countries willing to partner with them, then Asia and one day soon some place in Europe in the middle of Western Europe.
If Finland and Norway join NATO that may be next expected thing! 
Will usa and europe accept that or threaten nuclear war against China and Russia.
A usa destroyer seems to be passing through Taiwan straights!
May be some day soon Russian and Chinese ships will pass usa and European coasts in international waters in a similar manner. 
The world military affairs can really get very democratic, each sailing close to others and so no wars!
Wonderful idea!",UgwvCmgTj3vr6ZJetWt4AaABAg,1,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,How can you use a currency that can be used to pay ur bills,Ugz5i1o03KxNVahboOJ4AaABAg,1,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"actually take wealth out of society you will then have no rich or poor 
if you do that you can actually get something done without thinking about debt",UgxTcerRXxE09fkYqT14AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Poland and Bulgaria refused to pay for gas according to the new scheme: first you need to buy Rubles for Euros in Russia, then you need to transfer these rubles to Gazprom for gas. No money - no gas, it's simple! Let them pay, then Russia will supply them with gas. The store won't give you bread if you don't pay for it, right? Russia will also not supply you with gas unless you pay for it. This is a market economy.",UgzJ9EbyB9AdSRlJLnN4AaABAg,0,4
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Good,UgwXOQUytoOb9iffTvN4AaABAg,1,2
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"This video didn't explain why payments in national currency are expected, what reasons lie under that decision. So watchers don't even have that piece of information to make their own judgement.",UgwHtlYr1LCQbqVbLct4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"A day without hypocrisy is a day wasted. 
- The West",UgxiwV2NAwHnjLK7Eet4AaABAg,0,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Goodbye German Volkswagen and BMW hello Chinese Li Auto!,UgwgLgmenpMtesSXt9x4AaABAg,0,3
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Asset liquidation,Ugw3-TQZi-Jo3m-Y3xR4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Tit for tat. If you don't pay, you don't get. Let European governments bear the dire consequences of their insane decisions for the sake of western leaders and their imperial aims. Let's see the real democracy now.",UgysjhDFM6-dGFRL4pZ4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"'We could end US homelessness tomorrow 
but we fuel the military-industrial complex'.

Why the US can’t solve homelessness? 
Homelessness is costing taxpayers a lot of money. 
In 2019, New York City spent a record-breaking $3 billion 
to support its homeless population. 
California is expected to break its record, 
allocating $4.8 billion to the same issue over the next two years. 

Despite the rising budget, 
overall homelessness in the US 
has improved by only 10% compared with 2007.",Ugyi_vm-v988VPefuVx4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"They are two earths : one peace time earth and the other wartime earth, all  intuitive creation of of the world's most senior primates",UgxEgDTh0a2JuCUR_p14AaABAg,1,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Hypocrisy at its best.,Ugyj_iH-7orzJX__fzV4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Russia can't use Dollar and Euro as currencies, So if you are not paying in Rubel then you are basically taking free Gas. They are willing to accept Indian Rupees though.",UgxPHc0OweaDIx7qO4R4AaABAg,8,34
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,GREAT MOVE PUTIN,Ugw_Aw1Rs_gEtY1R8AF4AaABAg,1,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"बर्बाद गुलिस्ताँ करने को तो ,एक ही उल्लू काफी था , यहां हर शाख पे उल्लू बैठा है ,अंजाम -ए -गुलिस्ताँ क्या होगा।
Meaning:
For destroying the wonderful garden, even one owl is sufficient,
Here there is an owl on each branch, wonder what would happen to the garden.",UgxcblGIk3Nq5eKO7bd4AaABAg,0,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Good news for Saudi Aramco 🇸🇦,Ugydw_XtFlad8b7b4LF4AaABAg,2,3
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,It’s the right time to change your energy sources. It’s spring and you have months to switch to green.,Ugykr-8tN-S0TtXKOyd4AaABAg,12,22
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Russia helped NATO and EU to stop using gas from Russia. So , both NATO and EU must thank Russia. Poland can buy more expensive and valuable gas from USA",UgzMRSYOCesZFOl_Ibl4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,The bbc needs to talk about Ecosia they are a search engine that plants tress,Ugwm85sg0M_DvGukQ-p4AaABAg,1,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,because you remove wealth from your society all the other nations will not be equal to where you live in fact that will be something to think about 80 nations against 1,UgzPYR1dRx1gHkuzz6F4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,lol OK imagine not paying for your gas at the gas station then complaining about it.,Ugzrp3PW8G6ZCOTh50J4AaABAg,5,5
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"You said President Putin...,didn't you mean Dictator Putin?",UgxXJhQwOe3qtn2jMyR4AaABAg,1,8
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Diplomacy 😂🤣😂,UgxvgoYgMjVeTng5SvB4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"The Backdoor That Keeps Russian Oil Flowing Into Europe  | Bloomberg
Shell will buy Russian oil if it is at least half mixed with oil from another country.
“In the case of Shell, the company made changes to the so-called general terms and conditions of its contracts to allow Russian blending … The point is to sell a barrel of which only 49.99% is produced in Russia. According to Shell, since the rest 50.01% comes from other sources, the oil cargo is technically not of Russian origin,” the news agency writes.",Ugw6eaN32uxDYWVET-h4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"no wealth no debt in fact no caste no tax
what do you at that point ethics
no policy will exist in that place",UgziP46DXNrngadyw4p4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Now economics is cheating! did u think cheating economy no costs?  did u think cheating people no costs?,UgweZqDQVUD-ITZ1-ax4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"The people of Ukraine are truly inspiring. They'd done vastly better than I ever could have imagined. Facing down Russia! Who could have believed it? Ukraine, you are amazing. Love and deep admiration from          new York.  🇺🇦🤝🇺🇲",UgyqXYde1CCqCi1Jl7p4AaABAg,8,15
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Luckily we are heading into summer where gas is less needed.,UgztsCk3MBTr6qa1M8h4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,thanks Mr. Putin...,UgwhnL5F3-g4ebXsEXJ4AaABAg,0,0
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"I ve read all your comments ... some of you attack and/or are heavily opposed to Russia, definitely prejudiced, but really, why ? let me diverse and simplify the statement above:   If YOU go to MAC DONALD's buy a burger would they allow you to pay in Rubles? YOU would BE THE JOKE & BLOODY LAUGH, on you ... and if you insist you would be kicked out !!!",UgwimsKa378Oosibsz14AaABAg,3,1
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,UK is to hold a meeting to appoint a minister to organize a meeting to talk about e the energy crisis and what oppotunities there are for multi-million pound contracts for MPs and friends.,UgwSlwzU6EcPrmnP19p4AaABAg,1,3
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Who cares what Ukraine says? What does Syria say? or yemen or Libya,Ugy4HY34MAQFRquMfbl4AaABAg,1,5
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"British gas did the same to me when I insisted on paying them in Naira 
😳",Ugzt8Zb1MXz99P76wt14AaABAg,2,7
