Channel,Video Title,Video Description,Video ID,Comment,Comment ID,Replies,Likes,clean_comments,language
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Be careful when reading the comments, because there are a lot of trolls.",UgzrFMkbgK8DI2KlLS14AaABAg,1,5,"Be careful when reading the comments, because there are a lot of trolls.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Nex time it will be usefull to think before following  other countrys thats nathing have do with this war,Ugx8I9u8CbjAZSWjoAJ4AaABAg,0,1,Nex time it will be usefull to think before following  other countrys thats nathing have do with this war,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Let hell freeze over before paying in Rubles. Power to Poland and all of Europe.,UgzQaHLIvJt-B-swdcR4AaABAg,13,18,Let hell freeze over before paying in Rubles. Power to Poland and all of Europe.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"*Poland:* Norway has plenty. We are going to buy from Norway.

*Bulgaria:* I am going to buy from Greece.

*Russia:* Well, I know Norway and Greece also have gas, but how much will you pay? Ours is very cheap. Remember politicians won't suffer. Those who suffer are daily folks and industries. If your factories can't cope with the cost, they will shut down. If factories closed, more jobs will disappear. Hence, your citizens will suffer. Not just the problem of heating house during winter... Remember it's already hard enough to live and run companies due to pandemic... Imagine this the increase of gas price added, your industries will collapse.

*Many industries use heat as part of production, and the source of heat came from burning gas..*

*Russia can always sell it's gas to Asia, especially China and India are ready for cheap gas. And not to mention Latin Americas, Africa nations, South Asia, East Asia and ASEAN never sanction Russia and remain neutral.*

*There's already pipeline between Russia and China called ""The Power Siberia 1"". In February this year, Russia and China already agreed a 30 years contract of gas supply. Second pipeline to Asia is being built called ""The Power of Siberia 2"". Not to mention, there's also a pipeline between Russia and Turkey. For information, Turkey although part of EU, didn't sanction Russia.""*",UgzgeWsuzvoAX0Httst4AaABAg,9,10,"*Poland:* Norway has plenty. We are going to buy from Norway.

*Bulgaria:* I am going to buy from Greece.

*Russia:* Well, I know Norway and Greece also have gas, but how much will you pay? Ours is very cheap. Remember politicians won't suffer. Those who suffer are daily folks and industries. If your factories can't cope with the cost, they will shut down. If factories closed, more jobs will disappear. Hence, your citizens will suffer. Not just the problem of heating house during winter... Remember it's already hard enough to live and run companies due to pandemic... Imagine this the increase of gas price added, your industries will collapse.

*Many industries use heat as part of production, and the source of heat came from burning gas..*

*Russia can always sell it's gas to Asia, especially China and India are ready for cheap gas. And not to mention Latin Americas, Africa nations, South Asia, East Asia and ASEAN never sanction Russia and remain neutral.*

*There's already pipeline between Russia and China called ""The Power Siberia 1"". In February this year, Russia and China already agreed a 30 years contract of gas supply. Second pipeline to Asia is being built called ""The Power of Siberia 2"". Not to mention, there's also a pipeline between Russia and Turkey. For information, Turkey although part of EU, didn't sanction Russia.""*",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"As a Pole, I will write that there is no reason to panic . Poland has been expecting it for years and preparing for it . Poland is not a Russian province like, for example, Germany and Hungary   . Poland has built a gas port, a gas pipeline with Norway, a connection with the Lithuanian gas port, increased its gas production, expanded storage facilities, and built new gas compressor stations. At the end of this year, the Polish contract for the purchase of gas in Russia expired and it was not planned to sign a new one . The fact that Putin broke the contract earlier is good for Poland, because it will be able to receive billions of dollars in compensation from Russia . Poland has already won in court and received 1.5 billion dollars in compensation from Russia, which was paid by Gazprom in 2020 . A Polish woman used this money well, buying modern weapons in the USA with it in order to repel the possible aggression of fascist Russian troops . Probably people know that Putin built a special church in Moscow in which the main relic to which he prays is the Hitler's hat taken from his bunker in Berlin in 1945 by Russians",UgyC5jnjE99w4WfSy8R4AaABAg,5,9,"As a Pole, I will write that there is no reason to panic . Poland has been expecting it for years and preparing for it . Poland is not a Russian province like, for example, Germany and Hungary   . Poland has built a gas port, a gas pipeline with Norway, a connection with the Lithuanian gas port, increased its gas production, expanded storage facilities, and built new gas compressor stations. At the end of this year, the Polish contract for the purchase of gas in Russia expired and it was not planned to sign a new one . The fact that Putin broke the contract earlier is good for Poland, because it will be able to receive billions of dollars in compensation from Russia . Poland has already won in court and received 1.5 billion dollars in compensation from Russia, which was paid by Gazprom in 2020 . A Polish woman used this money well, buying modern weapons in the USA with it in order to repel the possible aggression of fascist Russian troops . Probably people know that Putin built a special church in Moscow in which the main relic to which he prays is the Hitler's hat taken from his bunker in Berlin in 1945 by Russians",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,If I didn't pre-pay my utilities it is also cut off by the authorities. So do you expect free GAS?,Ugxmh1qiGgXSZBxvrB14AaABAg,0,1,If I didn't pre-pay my utilities it is also cut off by the authorities. So do you expect free GAS?,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"If you don't pay for your gas you get cut off, if I don't pay I get cut off, that's capitalism for you🤔🤔",UgyhprjQbg9p1j-jQ3N4AaABAg,2,11,"If you don't pay for your gas you get cut off, if I don't pay I get cut off, that's capitalism for you",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,You countries also still want to rely on China too and keep making the same mistake or learn.,UgyTABcRG6fwgQ4_c7N4AaABAg,1,1,You countries also still want to rely on China too and keep making the same mistake or learn.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Russian economy stabilises
US/EU economy faces massive contraction.

Just 2 months into the war, the roubles appreciated higher 
than it was 2 years ago, 
inflation in Russia is checked and food supplies are okay. 

The same can't be said of Europe/US, 
their economy is battling challenges 
and it'll likely be worse in autumn/winter 
when demand for energy climb and prices go up further. 

At this moment, Putin is winning, 
the collective West is losing 
even as they struggle to put up an integrated front.

Russian economy now is less dependent on imports on products 
and financial influence from Europe 
and this is key reason on why sanctions don't work
but the West still doesn't get it. 

Russia has more than enough raw materials to manufacture 
and exports raw materials in the form of energy 
and other materials to the rest of the world 
so other countries can use them for their manufacturing industries. 

This why the EU don't want to embargo oil or gas from Russia, 
and why the US begs Venezuela for oil, wheat, etc.",Ugxol9cMbO34EJKMld54AaABAg,0,0,"Russian economy stabilises
US/EU economy faces massive contraction.

Just 2 months into the war, the roubles appreciated higher 
than it was 2 years ago, 
inflation in Russia is checked and food supplies are okay. 

The same can't be said of Europe/US, 
their economy is battling challenges 
and it'll likely be worse in autumn/winter 
when demand for energy climb and prices go up further. 

At this moment, Putin is winning, 
the collective West is losing 
even as they struggle to put up an integrated front.

Russian economy now is less dependent on imports on products 
and financial influence from Europe 
and this is key reason on why sanctions don't work
but the West still doesn't get it. 

Russia has more than enough raw materials to manufacture 
and exports raw materials in the form of energy 
and other materials to the rest of the world 
so other countries can use them for their manufacturing industries. 

This why the EU don't want to embargo oil or gas from Russia, 
and why the US begs Venezuela for oil, wheat, etc.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Germany you not making this easy just leave go where you make sense go to the mountains go to woods
maybe pick up an axe usually medieval Germany is extremely violent not to other people but to Germany",UgyXRiODT2hKEtWdJf94AaABAg,0,0,"Germany you not making this easy just leave go where you make sense go to the mountains go to woods
maybe pick up an axe usually medieval Germany is extremely violent not to other people but to Germany",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Five stages of grief:  1.denial...2.anger....3.bargaining.....4.depression......5.Paying in rubles,UgyC0DKZK0h-K38gmMR4AaABAg,33,114,Five stages of grief:  1.denial...2.anger....3.bargaining.....4.depression......5.Paying in rubles,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,They have  the  right to  get paid  how they want.,UgwGa_41YB_9CzjII-54AaABAg,1,1,They have  the  right to  get paid  how they want.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Wood gas vehicles were used during World War II as a consequence of the rationing of fossil fuels. In Germany alone, around 500,000 ""producer gas"" vehicles were in use at the end of the war.  Trucks, buses, tractors, motorcycles, ships and trains were equipped with a wood gasification units.",UgzISY3h5034pavLkyx4AaABAg,2,0,"Wood gas vehicles were used during World War II as a consequence of the rationing of fossil fuels. In Germany alone, around 500,000 ""producer gas"" vehicles were in use at the end of the war.  Trucks, buses, tractors, motorcycles, ships and trains were equipped with a wood gasification units.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,The arrangement never was that good in the first place.,UgxedyyC6IXuL-o_vVt4AaABAg,1,1,The arrangement never was that good in the first place.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Well done Russia. Best of luck.It’s time to show west that they are not only live in world.,UgyVhDNrhDWq7YGmviZ4AaABAg,0,5,Well done Russia. Best of luck.It’s time to show west that they are not only live in world.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,The world stands with Poland and Bulgaria they will receive help and support from the EU. Russia has not found away prosper or win at peace. This will eventually mean any military wins over time will return to the west. People naturally want a better quality of life. So far this old USSR countries have chosen the West. Thats unlikely to change. The EU will support and work to find a viable solution to Poland and Bulgaria. I think this encourage more countries to apply and join the EU,UgwaEeEdHE9UQwo_gBl4AaABAg,10,25,The world stands with Poland and Bulgaria they will receive help and support from the EU. Russia has not found away prosper or win at peace. This will eventually mean any military wins over time will return to the west. People naturally want a better quality of life. So far this old USSR countries have chosen the West. Thats unlikely to change. The EU will support and work to find a viable solution to Poland and Bulgaria. I think this encourage more countries to apply and join the EU,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Praise to Poland and Bulgaria!!!! Great job guys!!! 
From Romania",UgymvfeXARQMiEApU214AaABAg,10,36,"Praise to Poland and Bulgaria!!!! Great job guys!!! 
From Romania",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"So whats the PRoblem?
Poland has Enough Reserves and Getting a New Pipeline .",UgzAOlV1o0ga3mLmKCJ4AaABAg,5,9,"So whats the PRoblem?
Poland has Enough Reserves and Getting a New Pipeline .",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Oil and Gas is a 20th century solution. There has never been a more screamingly obvious suggestion that we need to quit fossil fuels and invest heavily in a renewable future which will enable energy independence. Dismiss bogus oil industry propagated fears over stability of supply. The UK has enough wind potential to power itself 3 or 4 times over. We also have some of the most turbulent waters anywhere in the world, off the north of Scotland, plus masses of hydro, geothermal and solar. Stability comes from diversifying supply across location and renewable type, whilst also employing things like smart grids, battery storage, batteryless pumped storage, V2G and green gas. This is the only way we will be free of Russian blackmail.",UgxXfIIHSwvv3ya7uq14AaABAg,2,1,"Oil and Gas is a 20th century solution. There has never been a more screamingly obvious suggestion that we need to quit fossil fuels and invest heavily in a renewable future which will enable energy independence. Dismiss bogus oil industry propagated fears over stability of supply. The UK has enough wind potential to power itself 3 or 4 times over. We also have some of the most turbulent waters anywhere in the world, off the north of Scotland, plus masses of hydro, geothermal and solar. Stability comes from diversifying supply across location and renewable type, whilst also employing things like smart grids, battery storage, batteryless pumped storage, V2G and green gas. This is the only way we will be free of Russian blackmail.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,In karnataka state day by day fear of gujarat type communal clashes law and order is totally collapsed. Democracy in danger peoples are feared.please to impose the President rule in the state and to protect the peoples in karnataka state,UgwXtRmqNQVE7Tv4Lvh4AaABAg,1,0,In karnataka state day by day fear of gujarat type communal clashes law and order is totally collapsed. Democracy in danger peoples are feared.please to impose the President rule in the state and to protect the peoples in karnataka state,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,at the end of this year there will not be any Gazprom,UgzHNfKtJHP6BDMaq714AaABAg,1,2,at the end of this year there will not be any Gazprom,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"UK's Johnson admits 'Russia may win in Ukraine'
EU capitulates and agrees to gas for Roubles. 

Sanctions on Russian energy 
do more harm than good to the West.
US Treasury Secretary said. 

‘A total embargo on Russian energy imports 
may do little to hinder Russia’s economy 
while crippling US/Europe with staggering price increases.’",UgzbWCr2-c86lnOeUfZ4AaABAg,0,0,"UK's Johnson admits 'Russia may win in Ukraine'
EU capitulates and agrees to gas for Roubles. 

Sanctions on Russian energy 
do more harm than good to the West.
US Treasury Secretary said. 

‘A total embargo on Russian energy imports 
may do little to hinder Russia’s economy 
while crippling US/Europe with staggering price increases.’",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,HAHA all these people complaining about the Russia returning the favour of sanctions!,UgyrFPqY3cCJxW7BdzZ4AaABAg,0,1,HAHA all these people complaining about the Russia returning the favour of sanctions!,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"' Millions of Britons were left without a helping hand from Rishi Sunak's mini budget ....., as they faced the worst drop in living standards for decades '   Daily Express",UgzpnL5f5qTs4RkyASR4AaABAg,1,0,"' Millions of Britons were left without a helping hand from Rishi Sunak's mini budget ....., as they faced the worst drop in living standards for decades '   Daily Express",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,I’m confused. Poland had stopped them weeks ago.,Ugzlnx_j0uRXGHoLgah4AaABAg,0,0,I’m confused. Poland had stopped them weeks ago.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,This is what happens when you a start an unprovoked war. Expect to be taken to task by the international communities.,UgxdjyuqMy3eLU_mDzx4AaABAg,2,0,This is what happens when you a start an unprovoked war. Expect to be taken to task by the international communities.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Is Russia for or against the world economic forums depop agenda ?,UgyqgZ7VE0SEk6mfKUF4AaABAg,0,0,Is Russia for or against the world economic forums depop agenda ?,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Lithuania said it would be able to export its excess gas to neighbors, I hope they can help.",Ugy1R-OzOytB6kAoFO94AaABAg,1,0,"Lithuania said it would be able to export its excess gas to neighbors, I hope they can help.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Am surprised they waited so long,UgwCQI2g7Ax2pmaab4R4AaABAg,5,22,Am surprised they waited so long,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"EU response : ""unjustified and unacceptable"". smh",UgwM5UGMX0SkPHsT8m94AaABAg,0,0,"EU response : ""unjustified and unacceptable"". smh",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"what do you do if there is no money 
you have to actually work for something useful 
business is still done but bartering 
no banks there is a senate but with ethics not a political senate",UgzCs12__NlCoui7DQR4AaABAg,0,0,"what do you do if there is no money 
you have to actually work for something useful 
business is still done but bartering 
no banks there is a senate but with ethics not a political senate",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Long life to the EU. Brexit is failing,UgwzZvA_4nii3oFZAhV4AaABAg,0,1,Long life to the EU. Brexit is failing,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"We in Poland have a Gas-port in Świnoujście, and finishing a gaspiper from Norway. In autumn we will be 100% independence from Russian gas",Ugx4yB3jnE4PtGfrLQN4AaABAg,0,3,"We in Poland have a Gas-port in Świnoujście, and finishing a gaspiper from Norway. In autumn we will be 100% independence from Russian gas",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Who has prepared to  live withoth internet??? It would be  reality if 3 world war became,UgwIAagSAEJuAuygtmF4AaABAg,0,0,Who has prepared to  live withoth internet??? It would be  reality if 3 world war became,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"No pay, no gas.  It is fair.",UgwgzXVJnSuo9OaXdwZ4AaABAg,0,2,"No pay, no gas.  It is fair.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Our European  political  Leders  should learn a lesson from it not to depend on communist countries  .,UgzY9JgCRzCs2Phi1AB4AaABAg,11,14,Our European  political  Leders  should learn a lesson from it not to depend on communist countries  .,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Dr. Zelensky be frank and allow Poland to be operated on and say look were just doing the usual check up and it seems we might have to do an exchange of organs and the Thracian will participate in this joint effort to the lend their intestines and liver now Xenophon he is just stopping by to see how everything is going and there is alot of blood he expected this,UgzBqzRN44qAjjHNCHx4AaABAg,0,0,Dr. Zelensky be frank and allow Poland to be operated on and say look were just doing the usual check up and it seems we might have to do an exchange of organs and the Thracian will participate in this joint effort to the lend their intestines and liver now Xenophon he is just stopping by to see how everything is going and there is alot of blood he expected this,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,West should celebrate - is it not what they had wanted. Twisting arms of India and changing regimes in Pakistan and Sri Lanka  for not stooping trade with Russia.,UgxQJkGZQrtSJDzSeiN4AaABAg,0,0,West should celebrate - is it not what they had wanted. Twisting arms of India and changing regimes in Pakistan and Sri Lanka  for not stooping trade with Russia.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Tap resources in North Africa and look for resources in the Sahara 🏜!,Ugz7ZamPC5Yaq4ay30d4AaABAg,1,1,Tap resources in North Africa and look for resources in the Sahara !,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,And at the same time only 72% of Russian population has excess to gas...,Ugw2-W0eUnu-zQ8EEIV4AaABAg,0,0,And at the same time only 72% of Russian population has excess to gas...,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,This is fantastic news for the environment. I love Putin..he's solved the problem of global warming long live Putin. I can finally sleep without the earth melting,Ugy52Q9GY2xDQT8qS4F4AaABAg,2,0,This is fantastic news for the environment. I love Putin..he's solved the problem of global warming long live Putin. I can finally sleep without the earth melting,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"What a Waste, Russia was doing Good , and Putin too, had everything going Good for him .  Power Need. , Self defeated him, and his Mind.  I guess",UgwN3FP7JARCpQR7HrR4AaABAg,0,0,"What a Waste, Russia was doing Good , and Putin too, had everything going Good for him .  Power Need. , Self defeated him, and his Mind.  I guess",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,' Britons face worst living standard plunge since 1950 '  - The Daily Mail !,UgxfN1J1dAjLqsQVyVd4AaABAg,1,0,' Britons face worst living standard plunge since 1950 '  - The Daily Mail !,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Goodluck
“Able to cope”
Yea right..",Ugwfl0-ZN3H_q2tNDqN4AaABAg,0,1,"Goodluck
“Able to cope”
Yea right..",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Gas blackmail, strange words Russia should of cut gas from all of Europe long time ago,the sanctions and the utter disrespect from Europe to Russia is unacceptable.",UgzR65hyUQNP7aTPTLF4AaABAg,0,1,"Gas blackmail, strange words Russia should of cut gas from all of Europe long time ago,the sanctions and the utter disrespect from Europe to Russia is unacceptable.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Now Poland and Bulgaria's EU neighbors can make some extra $ by selling them the same Russian gas! lol😉 I wonder if Puti pays Zeli in rubles for oil and gas transit through Ukraine? I doubt that! lol Also wonder when this circus is going to end?,UgykoMtsEeaO0uXCrGF4AaABAg,1,0,Now Poland and Bulgaria's EU neighbors can make some extra $ by selling them the same Russian gas! lol I wonder if Puti pays Zeli in rubles for oil and gas transit through Ukraine? I doubt that! lol Also wonder when this circus is going to end?,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Germany  also  will be the next 😂,UgwuVnigCZRm-PLMSut4AaABAg,1,2,Germany  also  will be the next ,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"All of Europe should follow Dutch and Danish public example   - Every European buy a bicycle as their main transport mode - ban all petrol and Diesel vehicles - turn to Greta thunberg transport mode - horse and carriage for public transport.
Ban gas and oil for family home heating and use horse manure fuel bricks. That will keep our",Ugy6JGMZAv5DxMqm3c94AaABAg,2,0,"All of Europe should follow Dutch and Danish public example   - Every European buy a bicycle as their main transport mode - ban all petrol and Diesel vehicles - turn to Greta thunberg transport mode - horse and carriage for public transport.
Ban gas and oil for family home heating and use horse manure fuel bricks. That will keep our",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"When you buy something from a country, you need to pay for it in that country's currency if that country demands.  Period.",UgwPIHa2tt6Tphj5EvZ4AaABAg,3,1,"When you buy something from a country, you need to pay for it in that country's currency if that country demands.  Period.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Can we not just shut off the Russian gas emanating from Putin’s gob?,UgwPENQHB626cerMS8x4AaABAg,1,2,Can we not just shut off the Russian gas emanating from Putin’s gob?,en
